name,meaning,origin,gender,nationality,language,script,era,notes
Magdaléna,From Magdala,Aramaic,girl,cz,cs,Latin,classic,Kožená
Helena,Bright one,Greek,girl,cz,cs,Latin,classic,Vondráčková
Dana,God is my judge,Hebrew,girl,cz,cs,Latin,classic,Zátopková
Aneta,Grace,Hebrew,girl,cz,cs,Latin,modern,Langerová,

Andrei,Manly / Warrior,Greek,boy,ro,ro,Latin,classic,St. Andrew Patron of RO
David,Beloved,Hebrew,boy,ro,ro,Latin,modern,Top popular currently
Alexandru,Defender of men,Greek,boy,ro,ro,Latin,classic,Ioan Cuza
Gabriel,God is my strength,Hebrew,boy,ro,ro,Latin,classic,Biblical Archangel
Matei,Gift of God,Hebrew,boy,ro,ro,Latin,modern,Prince Matei Basarab
Ștefan,Crown,Greek,boy,ro,ro,Latin,classic,Stefan cel Mare (The Great)
Ionuț,God is gracious,Hebrew,boy,ro,ro,Latin,classic,Diminutive of Ion
Luca,Man from Lucania,Latin,boy,ro,ro,Latin,modern,Biblical Luke
Mihai,Who is like God?,Hebrew,boy,ro,ro,Latin,classic,King Michael I
Darius,Possessing goodness,Persian,boy,ro,ro,Latin,modern,King Darius
Constantin,Steadfast,Latin,boy,ro,ro,Latin,classic,Brâncuși (Sculptor)
Florin,Flower / Flourishing,Latin,boy,ro,ro,Latin,classic,Palm Sunday name
Robert,Bright fame,Germanic,boy,ro,ro,Latin,modern,Western influence
Daniel,God is my judge,Hebrew,boy,ro,ro,Latin,classic,Biblical prophet
Rareș,Scattered / Rare,Latin,boy,ro,ro,Latin,modern,Rareș Bogdan
Cristian,Follower of Christ,Greek,boy,ro,ro,Latin,classic,Chivu (Football)
Eduard,Rich guard,English,boy,ro,ro,Latin,modern,Prince name
Tudor,Ruler of the people,Celtic,boy,ro,ro,Latin,classic,Tudor Vladimirescu
Vladimir,Ruler of the world,Slavic,boy,ro,ro,Latin,modern,Russian influence
Denis,Devoted to Dionysus,Greek,boy,ro,ro,Latin,modern,Alibec
George,Farmer,Greek,boy,ro,ro,Latin,classic,Enescu (Composer)
Nicolas,Victory of the people,Greek,boy,ro,ro,Latin,modern,French spelling
Marian,Of the sea / Mars,Latin,boy,ro,ro,Latin,classic,Common middle name
Bogdan,God given,Slavic,boy,ro,ro,Latin,classic,Bogdan the Founder
Teodor,Gift of God,Greek,boy,ro,ro,Latin,classic,Religious name
Sebastian,Venerable,Latin,boy,ro,ro,Latin,classic,Stan (Actor)
Mihail,Who is like God?,Hebrew,boy,ro,ro,Latin,classic,Sadoveanu
Răzvan,Joyful / Warrior,Indian/Slavic,boy,ro,ro,Latin,classic,Lucescu
Paul,Small / Humble,Latin,boy,ro,ro,Latin,classic,Apostle Paul
Radu,Happy / Willing,Slavic,boy,ro,ro,Latin,classic,Radu the Handsome
Adrian,Man from Adria,Latin,boy,ro,ro,Latin,classic,Mutu (Football)
Victor,Conqueror,Latin,boy,ro,ro,Latin,classic,Ponta
Vasile,King / Royal,Greek,boy,ro,ro,Latin,classic,Alecsandri
Gheorghe,Farmer,Greek,boy,ro,ro,Latin,classic,Hagi (Football legend)
Ion,God is gracious,Hebrew,boy,ro,ro,Latin,classic,Ion Creangă
Dumitru,Devoted to Demeter,Greek,boy,ro,ro,Latin,classic,Prunariu (Cosmonaut)
Silviu,Forest,Latin,boy,ro,ro,Latin,classic,Purcărete
Cătălin,Pure,Greek,boy,ro,ro,Latin,classic,Botezatu
Vlad,Ruler,Slavic,boy,ro,ro,Latin,classic,Vlad the Impaler (Dracula)
Claudiu,Lame,Latin,boy,ro,ro,Latin,classic,Keșerü
Valentin,Strong / Healthy,Latin,boy,ro,ro,Latin,classic,Saint Valentine
Cosmin,Order / Universe,Greek,boy,ro,ro,Latin,classic,Contra
Alin,To soothe,Slavic,boy,ro,ro,Latin,classic,Modern short name
Mircea,Peace,Slavic,boy,ro,ro,Latin,classic,Mircea Eliade
Sergiu,Servant / Protector,Latin,boy,ro,ro,Latin,classic,Nicolaescu
Cornel,Horn,Latin,boy,ro,ro,Latin,classic,Corneliu Coposu
Dan,Judge,Hebrew,boy,ro,ro,Latin,classic,Captain Dan
Emil,Rival,Latin,boy,ro,ro,Latin,classic,Cioran
Liviu,Envious / Blue,Latin,boy,ro,ro,Latin,classic,Rebreanu
Ciprian,From Cyprus,Latin,boy,ro,ro,Latin,classic,Porumbescu
Maria,Bitter / Beloved,Hebrew,girl,ro,ro,Latin,classic,Top #1 girl name
Elena,Bright one,Greek,girl,ro,ro,Latin,classic,Udrea / Ceaușescu
Ioana,God is gracious,Hebrew,girl,ro,ro,Latin,classic,d'Arc (Joan)
Sofia,Wisdom,Greek,girl,ro,ro,Latin,modern,Vicoveanca
Andreea,Manly / Brave,Greek,girl,ro,ro,Latin,classic,Marin (TV Host)
Antonia,Praiseworthy,Latin,girl,ro,ro,Latin,modern,Singer Antonia
Alexandra,Defender of men,Greek,girl,ro,ro,Latin,classic,Stan (Singer)
Ana,Grace,Hebrew,girl,ro,ro,Latin,classic,Aslan (Biologist)
Daria,Possessing goodness,Persian,girl,ro,ro,Latin,modern,Tennis influence
Gabriela,God is my strength,Hebrew,girl,ro,ro,Latin,classic,Szabo (Athlete)
Teodora,Gift of God,Greek,girl,ro,ro,Latin,classic,Religious name
Eva,Life,Hebrew,girl,ro,ro,Latin,modern,Măruță
Amalia,Work,Germanic,girl,ro,ro,Latin,modern,Năstase (Tennis)
Stefania,Crown,Greek,girl,ro,ro,Latin,classic,Religious variation
Rebeca,To tie / Bind,Hebrew,girl,ro,ro,Latin,modern,Biblical
Cristina,Follower of Christ,Greek,girl,ro,ro,Latin,classic,Neagu (Handball)
Bianca,White,Germanic,girl,ro,ro,Latin,classic,Drăgușanu
Georgiana,Farmer,Greek,girl,ro,ro,Latin,classic,Female George
Denisa,Devoted to Dionysus,Greek,girl,ro,ro,Latin,modern,Manelista
Delia,From Delos,Greek,girl,ro,ro,Latin,classic,Matache (Singer)
Irina,Peace,Greek,girl,ro,ro,Latin,classic,Begu (Tennis)
Mihaela,Who is like God?,Hebrew,girl,ro,ro,Latin,classic,Rădulescu
Diana,Divine,Latin,girl,ro,ro,Latin,classic,Șoșoacă
Nicoleta,Victory of the people,Greek,girl,ro,ro,Latin,classic,Luciu
Valentina,Strong / Healthy,Latin,girl,ro,ro,Latin,classic,Pelinel
Roxana,Dawn,Persian,girl,ro,ro,Latin,classic,Ionescu
Simona,He has heard,Hebrew,girl,ro,ro,Latin,classic,Halep (Tennis)
Raluca,Glory / Hera,Greek,girl,ro,ro,Latin,classic,Turcan
Daniela,God is my judge,Hebrew,girl,ro,ro,Latin,classic,Gyorfi
Carmen,Song / Garden,Latin,girl,ro,ro,Latin,classic,Sylva (Queen)
Larisa,Citadel,Greek,girl,ro,ro,Latin,classic,Iordache (Gymnast)
Alina,Bright / Noble,Germanic,girl,ro,ro,Latin,classic,Eremia
Monica,Advisor,Latin,girl,ro,ro,Latin,classic,Bîrlădeanu
Adriana,Woman from Adria,Latin,girl,ro,ro,Latin,classic,Lima
Oana,God is gracious,Hebrew,girl,ro,ro,Latin,classic,Zăvoranu
Iulia,Youthful,Latin,girl,ro,ro,Latin,classic,Vântur
Claudia,Lame,Latin,girl,ro,ro,Latin,classic,Pavel
Loredana,Laurel grove,Latin,girl,ro,ro,Latin,classic,Groza
Paula,Small,Latin,girl,ro,ro,Latin,classic,Seling
Rodica,Fertile,Slavic,girl,ro,ro,Latin,classic,Popescu
Georgeta,Farmer,Greek,girl,ro,ro,Latin,classic,Traditional rural
Floarea,Flower,Latin,girl,ro,ro,Latin,classic,Folklore
Mădălina,From Magdala,Aramaic,girl,ro,ro,Latin,classic,Ghenea
Silvia,Forest,Latin,girl,ro,ro,Latin,classic,Dumitrescu
Camelia,Camelia flower,Latin,girl,ro,ro,Latin,classic,Potec
Livia,Envious / Blue,Latin,girl,ro,ro,Latin,classic,Roman Empress
Aurelia,Golden,Latin,girl,ro,ro,Latin,classic,Vlaic
Ecaterina,Pure,Greek,girl,ro,ro,Latin,classic,Teodoroiu
Mariana,Of the sea / Mars,Latin,girl,ro,ro,Latin,classic,Bitang
Otilia,Wealthy,Germanic,girl,ro,ro,Latin,classic,Bădescu,

Alihan,Sublime ruler,Arabic,boy,kz,kk,Cyrillic,modern,Bokeikhanov (Alash Orda)
Aisultan,Moon Sultan,Turkic,boy,kz,kk,Cyrillic,modern,Very popular 2010s+
Nurislam,Light of Islam,Arabic,boy,kz,kk,Cyrillic,modern,Religious revival
Aldiyar,Majesty / Friend,Turkic,boy,kz,kk,Cyrillic,modern,Noble address
Amir,Prince / Commander,Arabic,boy,kz,kk,Cyrillic,modern,International Muslim
Alinur,Sublime light,Arabic,boy,kz,kk,Cyrillic,modern,Combination name
Ramadan,Scorching heat,Arabic,boy,kz,kk,Cyrillic,modern,Born in Ramadan
Ibrahim,Father of many,Hebrew,boy,kz,kk,Cyrillic,modern,Abai Kunanbayev's real name
Omar,Flourishing / Life,Arabic,boy,kz,kk,Cyrillic,classic,Caliph Omar
Arsen,Virile / Strong,Greek,boy,kz,kk,Cyrillic,modern,Russian/Greek influence
Sanzhar,Piercing / Sharp,Turkic,boy,kz,kk,Cyrillic,classic,Asfendiyarov
Miras,Heritage / Legacy,Arabic,boy,kz,kk,Cyrillic,modern,Patriotic
Yeraly,Brave man,Turkic,boy,kz,kk,Cyrillic,classic,Khan name
Islam,Submission,Arabic,boy,kz,kk,Cyrillic,modern,Religious name
Mansur,Victorious,Arabic,boy,kz,kk,Cyrillic,modern,Historical Sultan
Sultan,Ruler,Arabic,boy,kz,kk,Cyrillic,classic,Title turned name
Abilmansur,Victorious father,Arabic,boy,kz,kk,Cyrillic,classic,Ablai Khan's real name
Beibarys,Panther Lord,Turkic,boy,kz,kk,Cyrillic,classic,Sultan Baybars
Dias,Sun / Day,Spanish/Kaz,boy,kz,kk,Cyrillic,modern,False cognate popular
Daniel,God is my judge,Hebrew,boy,kz,kk,Cyrillic,modern,International trend
Abdurahman,Servant of the Merciful,Arabic,boy,kz,kk,Cyrillic,classic,Religious
Azamat,Greatness / Citizen,Arabic,boy,kz,kk,Cyrillic,classic,Musagali
Arman,Dream,Persian,boy,kz,kk,Cyrillic,classic,Very common 90s-00s
Ruslan,Lion,Turkic,boy,kz,kk,Cyrillic,classic,Soviet legacy
Timur,Iron,Turkic,boy,kz,kk,Cyrillic,classic,Bekmambetov
Kaisar,Caesar / Emperor,Latin,boy,kz,kk,Cyrillic,modern,Strong name
Zhandos,Soul friend,Persian,boy,kz,kk,Cyrillic,classic,Friendly meaning
Damir,Iron / Peace,Turkic/Slavic,boy,kz,kk,Cyrillic,modern,Cross-cultural
Olzhas,Gift / Benefit,Turkic,boy,kz,kk,Cyrillic,classic,Suleimenov (Poet)
Serik,Partner / Support,Arabic,boy,kz,kk,Cyrillic,classic,Twin name (Berik)
Berik,Strong / Solid,Turkic,boy,kz,kk,Cyrillic,classic,Aitzhanov
Kanat,Wing,Turkic,boy,kz,kk,Cyrillic,classic,Islam (Boxer)
Bolat,Steel,Turkic,boy,kz,kk,Cyrillic,classic,Nazarbayev brother
Nursultan,Light Sultan,Arabic,boy,kz,kk,Cyrillic,classic,First President
Kuanysh,Joy,Turkic,boy,kz,kk,Cyrillic,classic,Soviet era happy
Daniyar,Knowledgeable,Persian,boy,kz,kk,Cyrillic,classic,Eleussinov
Yerasyl,Noble man,Turkic,boy,kz,kk,Cyrillic,modern,Patriotic
Bakhtiyar,Lucky,Persian,boy,kz,kk,Cyrillic,classic,Artayev
Daulet,Wealth / State,Arabic,boy,kz,kk,Cyrillic,classic,Turlykhanov
Madi,Guide (Mahdi),Arabic,boy,kz,kk,Cyrillic,classic,Traditional
Adilet,Justice,Arabic,boy,kz,kk,Cyrillic,classic,Virtue name
Askar,Soldier / High peak,Arabic,boy,kz,kk,Cyrillic,classic,Mamin
Talgat,Appearance / Face,Arabic,boy,kz,kk,Cyrillic,classic,Musabayev (Cosmonaut)
Marat,Desired,French/Tatar,boy,kz,kk,Cyrillic,classic,Revolutionary (Marat)
Samat,Eternal,Arabic,boy,kz,kk,Cyrillic,classic,Smakov
Yerzhan,Brave soul,Turkic,boy,kz,kk,Cyrillic,classic,Maxim
Murat,Wish / Desire,Arabic,boy,kz,kk,Cyrillic,classic,Nasyrov
Azat,Free,Persian,boy,kz,kk,Cyrillic,classic,Independence era
Aibek,Moon Lord,Turkic,boy,kz,kk,Cyrillic,classic,Common suffix -bek
Nurlan,Radiant,Arabic,boy,kz,kk,Cyrillic,classic,Saburov
Medina,City of the Prophet,Arabic,girl,kz,kk,Cyrillic,modern,Top #1 girl name
Ailin,Moonlight,Turkic,girl,kz,kk,Cyrillic,modern,International sound
Rayana,Gates of Paradise,Arabic,girl,kz,kk,Cyrillic,modern,Religious trend
Ayaru,Moon beauty,Turkic,girl,kz,kk,Cyrillic,modern,Traditional roots
Aisha,Alive / Well,Arabic,girl,kz,kk,Cyrillic,classic,Prophet's wife
Amina,Trustworthy,Arabic,girl,kz,kk,Cyrillic,classic,Prophet's mother
Tomiris,Iron / Brave,Scythian,girl,kz,kk,Cyrillic,classic,Queen Tomyris
Safiya,Pure,Arabic,girl,kz,kk,Cyrillic,modern,Religious name
Asylim,My precious,Turkic,girl,kz,kk,Cyrillic,modern,Term of endearment
Ayzere,Gold Moon,Turkic/Persian,girl,kz,kk,Cyrillic,modern,Golden meaning
Kausar,River in Paradise,Arabic,girl,kz,kk,Cyrillic,modern,Religious
Adina,Friday / Delicate,Arabic,girl,kz,kk,Cyrillic,modern,Hebrew/Kazakh mix
Inzhu,Pearl,Turkic,girl,kz,kk,Cyrillic,modern,Nature name
Sezim,Feeling / Intuition,Turkic,girl,kz,kk,Cyrillic,modern,Emotional
Arai,Dawn,Turkic,girl,kz,kk,Cyrillic,classic,Nature name
Zhanel,Soul of the people,Persian,girl,kz,kk,Cyrillic,modern,Singer Zhanar Dugalova
Zhanerke,Spoiled soul,Persian,girl,kz,kk,Cyrillic,classic,Gentle name
Malika,Queen,Arabic,girl,kz,kk,Cyrillic,classic,Royal name
Aruzhan,Beautiful soul,Turkic,girl,kz,kk,Cyrillic,classic,Miss Kazakhstan type
Dariya,Sea / River,Persian,girl,kz,kk,Cyrillic,modern,Geographic
Yasmina,Jasmine flower,Persian,girl,kz,kk,Cyrillic,modern,Flower name
Sofiya,Wisdom,Greek,girl,kz,kk,Cyrillic,modern,International
Albina,White,Latin,girl,kz,kk,Cyrillic,classic,Soviet legacy
Dilnaz,Coquettish soul,Persian,girl,kz,kk,Cyrillic,modern,Singer Dilnaz
Diana,Divine,Latin,girl,kz,kk,Cyrillic,modern,Princess Diana
Sabina,Sabine woman,Latin,girl,kz,kk,Cyrillic,modern,Altynbekova (Volleyball)
Karina,Dear,Latin,girl,kz,kk,Cyrillic,modern,International
Madina,City,Arabic,girl,kz,kk,Cyrillic,classic,Sadvakassova
Dana,Wise,Persian,girl,kz,kk,Cyrillic,classic,Nurzhigit
Aliya,Sublime / High,Arabic,girl,kz,kk,Cyrillic,classic,Moldagulova (Sniper)
Assel,Honey,Arabic,girl,kz,kk,Cyrillic,classic,Sadvakassova
Gaukhar,Gem / Jewel,Persian,girl,kz,kk,Cyrillic,classic,Traditional
Aigerim,Wonderful moon,Turkic,girl,kz,kk,Cyrillic,classic,Abai's beloved
Meruyert,Pearl,Persian,girl,kz,kk,Cyrillic,classic,Utekesheva
Aidan,Moon wisdom,Turkic,girl,kz,kk,Cyrillic,classic,Common 90s
Dinara,Gold coin,Arabic,girl,kz,kk,Cyrillic,classic,Kulibaeva
Zhuldyz,Star,Turkic,girl,kz,kk,Cyrillic,classic,Omargali
Kamila,Perfect,Arabic,girl,kz,kk,Cyrillic,classic,Valieva
Moldir,Clear / Transparent,Turkic,girl,kz,kk,Cyrillic,classic,Auylbekova
Gulnaz,Coquettish flower,Persian,girl,kz,kk,Cyrillic,classic,Traditional suffix -gul
Ainur,Moonlight,Turkic,girl,kz,kk,Cyrillic,classic,Tursynbaeva
Bibigul,Lady flower,Persian,girl,kz,kk,Cyrillic,classic,Tulegenova
Saltanat,Splendor / Reign,Arabic,girl,kz,kk,Cyrillic,classic,Bakayeva
Fariza,Unique,Arabic,girl,kz,kk,Cyrillic,classic,Ongarsynova (Poet)
Botagoz,Camel eye,Turkic,girl,kz,kk,Cyrillic,classic,Beautiful eyes
Anel,People / Nation,Turkic,girl,kz,kk,Cyrillic,modern,Real Housewives
Symbat,Figure / Form,Turkic,girl,kz,kk,Cyrillic,classic,Graceful
Nazgul,Delicate flower,Persian,girl,kz,kk,Cyrillic,classic,Traditional
Balzhan,Honey soul,Turkic,girl,kz,kk,Cyrillic,classic,Sweet

Santiago,St. James,Hebrew,boy,mx,es,Latin,modern,Consistently top ranked
Mateo,Gift of God,Hebrew,boy,mx,es,Latin,modern,Global trend
Sebastián,Venerable,Latin,boy,mx,es,Latin,classic,Saint Sebastian
Leonardo,Brave lion,Germanic,boy,mx,es,Latin,modern,Short Leo is popular
Matías,Gift of God,Hebrew,boy,mx,es,Latin,modern,Biblical Matthias
Emiliano,Rival,Latin,boy,mx,es,Latin,classic,Zapata (Revolutionary)
Diego,Supplanter / Teaching,Spanish,boy,mx,es,Latin,classic,Diego Rivera
Daniel,God is my judge,Hebrew,boy,mx,es,Latin,classic,Prophet Daniel
Miguel Ángel,Who is like God / Messenger,Hebrew/Greek,boy,mx,es,Latin,classic,Compound traditional
Alexander,Defender of men,Greek,boy,mx,es,Latin,modern,International form
Alejandro,Defender of men,Greek,boy,mx,es,Latin,classic,Fernández (Singer)
Jesús,God saves,Hebrew,boy,mx,es,Latin,classic,Very traditional religious
Gael,Stranger / Gael,Gaelic,boy,mx,es,Latin,modern,García Bernal (Actor)
Iker,Visitation,Basque,boy,mx,es,Latin,modern,Casillas influence
David,Beloved,Hebrew,boy,mx,es,Latin,classic,King David
Gabriel,God is my strength,Hebrew,boy,mx,es,Latin,classic,Juanga (Singer)
José Luis,He will add / Warrior,Hebrew/Germanic,boy,mx,es,Latin,classic,Compound classic
Juan Pablo,God is gracious / Humble,Hebrew/Latin,boy,mx,es,Latin,classic,Pope John Paul II
Luis,Renowned warrior,Germanic,boy,mx,es,Latin,classic,Miguel (Singer)
Ángel,Messenger,Greek,boy,mx,es,Latin,classic,Guardian Angel
Fernando,Brave journey,Germanic,boy,mx,es,Latin,classic,Valenzuela (Baseball)
Rodrigo,Famous ruler,Germanic,boy,mx,es,Latin,classic,Prieto (Cinematographer)
Eduardo,Rich guard,English,boy,mx,es,Latin,classic,Lalo nickname
Emmanuel,God is with us,Hebrew,boy,mx,es,Latin,classic,Singer Emmanuel
Christopher,Christ-bearer,Greek,boy,mx,es,Latin,modern,Western influence
Jorge,Farmer,Greek,boy,mx,es,Latin,classic,Negrete (Charro)
Kevin,Handsome,Gaelic,boy,mx,es,Latin,modern,90s American import
Bryan,High / Noble,Gaelic,boy,mx,es,Latin,modern,Modern spelling
Carlos,Free man,Germanic,boy,mx,es,Latin,classic,Santana / Slim
Francisco,Frenchman,Latin,boy,mx,es,Latin,classic,Pancho Villa
Javier,New house,Basque,boy,mx,es,Latin,classic,Hernández (Chicharito)
Martín,Warrior of Mars,Latin,boy,mx,es,Latin,classic,Saint Martin
Pedro,Rock,Greek,boy,mx,es,Latin,classic,Infante (Icon)
Roberto,Bright fame,Germanic,boy,mx,es,Latin,classic,Gómez Bolaños (Chespirito)
Ricardo,Powerful leader,Germanic,boy,mx,es,Latin,classic,Montaner
Marco Antonio,Warrior / Roman clan,Latin,boy,mx,es,Latin,classic,Solis (Singer)
Raúl,Wolf counsel,Germanic,boy,mx,es,Latin,classic,Jiménez (Football)
Sergio,Servant,Latin,boy,mx,es,Latin,classic,Pérez (Checo - F1)
Antonio,Praiseworthy,Latin,boy,mx,es,Latin,classic,Aguilar
Manuel,God is with us,Hebrew,boy,mx,es,Latin,classic,Mijares
Isaac,Laughter,Hebrew,boy,mx,es,Latin,modern,Hernández (Ballet)
Axel,Father of peace,Hebrew,boy,mx,es,Latin,modern,Rock star vibe
Tadeo,Courageous heart,Aramaic,boy,mx,es,Latin,modern,Biblical Thaddeus
Maximiliano,Greatest,Latin,boy,mx,es,Latin,classic,Emperor Maximilian
Bruno,Brown / Bear,Germanic,boy,mx,es,Latin,modern,Mars (Singer)
Patricio,Nobleman,Latin,boy,mx,es,Latin,classic,Pato nickname
Damián,To tame,Greek,boy,mx,es,Latin,modern,Alcázar (Actor)
Aarón,Mountain of strength,Hebrew,boy,mx,es,Latin,classic,Díaz (Actor)
Alan,Harmony / Stone,Celtic,boy,mx,es,Latin,modern,Pulido
Josué,God is salvation,Hebrew,boy,mx,es,Latin,modern,Biblical Joshua
Sofía,Wisdom,Greek,girl,mx,es,Latin,classic,Top #1 girl name
María José,Beloved / He will add,Hebrew,girl,mx,es,Latin,classic,Compound "Majo"
Valentina,Strong / Healthy,Latin,girl,mx,es,Latin,modern,Sauce namesake
Regina,Queen,Latin,girl,mx,es,Latin,classic,Mean Girls (Regina George)
Ximena,He has heard,Hebrew/Basque,girl,mx,es,Latin,classic,Very Mexican spelling (X)
Camila,Ceremonial attendant,Latin,girl,mx,es,Latin,classic,Sodi (Actress)
María Fernanda,Beloved / Brave journey,Hebrew/Germanic,girl,mx,es,Latin,classic,Compound "Marifer"
Valeria,To be strong,Latin,girl,mx,es,Latin,classic,Mazda
Victoria,Victory,Latin,girl,mx,es,Latin,classic,Ruffo (Queen of Telenovelas)
Renata,Reborn,Latin,girl,mx,es,Latin,modern,Notni (Actress)
Romina,Roman,Latin,girl,mx,es,Latin,modern,Marcos
Natalia,Christmas Day,Latin,girl,mx,es,Latin,classic,Lafourcade
Daniela,God is my judge,Hebrew,girl,mx,es,Latin,classic,Luján
Mía,Mine / Bitter,Latin,girl,mx,es,Latin,modern,Rubin
Isabella,Devoted to God,Hebrew,girl,mx,es,Latin,modern,Camil
Andrea,Manly / Brave,Greek,girl,mx,es,Latin,classic,Legarreta
Fernanda,Brave journey,Germanic,girl,mx,es,Latin,classic,Castillo
Samantha,Listener,Aramaic,girl,mx,es,Latin,modern,American influence
Melissa,Honey bee,Greek,girl,mx,es,Latin,modern,Barrera
Mariana,Of the sea / Grace,Latin/Hebrew,girl,mx,es,Latin,classic,Seoane
Luciana,Light,Latin,girl,mx,es,Latin,modern,Emerging trend
Guadalupe,River of the wolf,Arabic,girl,mx,es,Latin,classic,Patron Saint (Unisex)
Itzel,Dew / Rainbow,Mayan,girl,mx,es,Latin,classic,Indigenous origin
Alma,Soul,Latin,girl,mx,es,Latin,classic,Cero (Singer)
Alejandra,Defender of men,Greek,girl,mx,es,Latin,classic,Guzmán (Singer)
Gabriela,God is my strength,Hebrew,girl,mx,es,Latin,classic,Spanic
Carolina,Free man,Germanic,girl,mx,es,Latin,classic,Herrera
Adriana,Woman from Adria,Latin,girl,mx,es,Latin,classic,Fonseca
Paulina,Small,Latin,girl,mx,es,Latin,classic,Rubio (Paulina)
Paola,Small,Latin,girl,mx,es,Latin,classic,Nuñez
Juana,God is gracious,Hebrew,girl,mx,es,Latin,classic,Sor Juana Inés
Leticia,Joy,Latin,girl,mx,es,Latin,classic,Calderón
Rosa,Rose,Latin,girl,mx,es,Latin,classic,Rosa Salvaje
Verónica,True image,Greek,girl,mx,es,Latin,classic,Castro
Teresa,Harvester,Greek,girl,mx,es,Latin,classic,Telenovela classic
Silvia,Forest,Latin,girl,mx,es,Latin,classic,Pinal (Diva)
Elizabeth,God is my oath,Hebrew,girl,mx,es,Latin,classic,Álvarez
Karla,Free man,Germanic,girl,mx,es,Latin,classic,Souza
Diana,Divine,Latin,girl,mx,es,Latin,classic,Bracho
Ana,Grace,Hebrew,girl,mx,es,Latin,classic,Barbara / Gabriel
Patricia,Noble,Latin,girl,mx,es,Latin,classic,Manterola
Rocío,Dew,Spanish,girl,mx,es,Latin,classic,Dúrcal (Singer)
Margarita,Pearl,Greek,girl,mx,es,Latin,classic,Goddess of Cumbia
Josefina,He will add,Hebrew,girl,mx,es,Latin,classic,Vázquez Mota
Jazmín,Jasmine,Persian,girl,mx,es,Latin,modern,Flower name
Dulce,Sweet,Latin,girl,mx,es,Latin,classic,Maria (RBD)
Jimena,He has heard,Hebrew,girl,mx,es,Latin,classic,Navarrete (Miss Universe)
Vanessa,Butterfly,Literary,girl,mx,es,Latin,modern,Huppenkothen
Estefanía,Crown,Greek,girl,mx,es,Latin,classic,Villarreal
Aitana,Glory,Basque,girl,mx,es,Latin,modern,Derbez,

Miguel,Who is like God?,Hebrew,boy,br,pt,Latin,modern,Top #1 for years
Arthur,Bear man,Celtic,boy,br,pt,Latin,modern,Aguiar (Actor)
Gael,Stranger / Gael,Gaelic,boy,br,pt,Latin,modern,Very trendy currently
Heitor,Holding fast,Greek,boy,br,pt,Latin,modern,Villa-Lobos
Theo,Gift of God,Greek,boy,br,pt,Latin,modern,Becker (Actor)
Davi,Beloved,Hebrew,boy,br,pt,Latin,modern,Biblical King
Gabriel,God is my strength,Hebrew,boy,br,pt,Latin,classic,Medina (Surfer)
Bernardo,Strong bear,Germanic,boy,br,pt,Latin,modern,Bertolucci
Samuel,Told by God,Hebrew,boy,br,pt,Latin,modern,Rosa (Skank)
João Miguel,God is gracious / Who is like God,Hebrew,boy,br,pt,Latin,modern,Top compound name
Enzo Gabriel,Home ruler / God is strength,Germanic/Hebrew,boy,br,pt,Latin,modern,Meme status popularity
Pedro,Rock,Greek,boy,br,pt,Latin,classic,Emperor Pedro I & II
Lorenzo,From Laurentum,Latin,boy,br,pt,Latin,modern,Italian influence
Lucas,Man from Lucania,Latin,boy,br,pt,Latin,classic,Lima (Musician)
Matheus,Gift of God,Hebrew,boy,br,pt,Latin,classic,Biblical Matthew
Nicolas,Victory of the people,Greek,boy,br,pt,Latin,modern,Prattes
Guilherme,Resolute protector,Germanic,boy,br,pt,Latin,classic,William in Portuguese
Rafael,God has healed,Hebrew,boy,br,pt,Latin,classic,Nadal / Angel
Joaquim,Established by God,Hebrew,boy,br,pt,Latin,classic,Phoenix / Nabuco
Henrique,Home ruler,Germanic,boy,br,pt,Latin,classic,Discoverer
Gustavo,Staff of the Goths,Germanic,boy,br,pt,Latin,classic,Kuerten (Guga)
Murilo,Small wall,Spanish,boy,br,pt,Latin,modern,Benício (Actor)
Benjamin,Son of the right hand,Hebrew,boy,br,pt,Latin,modern,Biblical
Vitor,Conqueror,Latin,boy,br,pt,Latin,classic,Belfort (MMA)
Felipe,Lover of horses,Greek,boy,br,pt,Latin,classic,Massa (F1)
Pietro,Rock,Greek,boy,br,pt,Latin,modern,Italian form of Peter
Isaac,Laughter,Hebrew,boy,br,pt,Latin,modern,Newton / Biblical
Benício,Blessed,Latin,boy,br,pt,Latin,modern,Del Toro
Daniel,God is my judge,Hebrew,boy,br,pt,Latin,classic,Alves
Anthony,Praiseworthy,Latin,boy,br,pt,Latin,modern,English spelling popular
Leonardo,Brave lion,Germanic,boy,br,pt,Latin,classic,Da Vinci / Singer
Davi Lucca,Beloved / Light,Hebrew/Latin,boy,br,pt,Latin,modern,Neymar's son effect
Bryan,High / Noble,Gaelic,boy,br,pt,Latin,modern,American import
Eduardo,Rich guard,English,boy,br,pt,Latin,classic,Costa (Singer)
João Pedro,God is gracious / Rock,Hebrew/Greek,boy,br,pt,Latin,modern,Classic compound
Cauã,Hawk / Sun,Tupi,boy,br,pt,Latin,modern,Indigenous Reymond
Antônio,Praiseworthy,Latin,boy,br,pt,Latin,classic,Saint Anthony
Vicente,Conqueror,Latin,boy,br,pt,Latin,classic,Vintage revival
Francisco,Frenchman,Latin,boy,br,pt,Latin,classic,Chico Buarque
Enzo,Home ruler,Germanic,boy,br,pt,Latin,modern,Ferrari namesake
